time DEVICE_CURRENT_L01_RX1 DEVICE_CURRENT_L01_RX2 DEVICE_CURRENT_L01_RX3 DEVICE_CURRENT_L02_TX1 PHASE_B01 PHASE_B02 PHASE_B03 PHASE_B04 PHASE_B05 PHASE_B06 PHASE_B07 PHASE_B08 PHASE_B09 PHASE_B10 PHASE_B11 PHASE_B14
2.1924999999999999e-10 3.8857858235248540e-07 -4.9700687551708365e-05 -2.8221245244393340e-06 3.3718790372072952e-07 7.8704032768554386e+00 7.6176050031589142e+00 -1.8612085349165937e+01 1.8832975380302710e+01 6.6073012669162852e+00 -6.4384727920350606e+00 7.8556782145382253e-01 2.6378536689979686e+01 3.9662941089938925e-01 1.2506277547332935e+01 1.2563703050961434e+01 2.7135043299401975e+01
2.1949999999999999e-10 -4.2288580749595360e-08 -8.4772375128209360e-05 -4.5724843887261431e-06 4.7220079352440246e-07 7.9108654503883429e+00 7.7787170521816149e+00 -1.8628337617285020e+01 1.8760819478417684e+01 6.6014280935100134e+00 -6.4886667070894726e+00 8.2535107456760648e-01 2.6440529688721341e+01 4.0814563236270762e-01 1.2509306492182978e+01 1.2683875354284826e+01 2.7195710997342882e+01
2.1974999999999999e-10 -2.1846786505568485e-07 -8.5031844702835002e-05 -6.1934659163021889e-06 5.0158311235799745e-07 7.9562767550732447e+00 7.9150086214043975e+00 -1.8644383982815405e+01 1.8699964126429538e+01 6.5967696211820845e+00 -6.5381459080168307e+00 8.6549351556522947e-01 2.6505123845983089e+01 4.2109669538688616e-01 1.2512561605386809e+01 1.2441136514043555e+01 2.7269781089575247e+01
2.1999999999999999e-10 -6.0838560411082836e-08 -4.4027983915693343e-05 -8.1776726214730079e-06 5.9109290980383622e-07 8.0032419884305401e+00 8.0026464114345472e+00 -1.8658167561165051e+01 1.8665184450624253e+01 6.5950754532247622e+00 -6.5790524466161324e+00 9.0023365630296992e-01 2.6566586765555346e+01 4.3431625083232522e-01 1.2517384208549162e+01 1.2104579040178509e+01 2.7359274931218209e+01
2.2024999999999999e-10 2.3404506236005525e-07 1.2535591339381780e-05 -1.0999733193243055e-05 6.9546129973297060e-07 8.0476707152389508e+00 8.0326912421425618e+00 -1.8668253758339173e+01 1.8666697342663095e+01 6.5980855537490415e+00 -6.6035011608920859e+00 9.2389607689624109e-01 2.6621118699731323e+01 4.4611842878785940e-01 1.2524041041026477e+01 1.1909768018839067e+01 2.7465845913035238e+01
2.2049999999999999e-10 3.3707980911401555e-07 4.6712483103914169e-05 -1.3971316717562901e-05 7.2783905245633046e-07 8.0864277260774813e+00 8.0163991400072305e+00 -1.8675301298174755e+01 1.8704190416461419e+01 6.6068164939306921e+00 -6.6070956273378840e+00 9.3364681623565360e-01 2.6669472996197804e+01 4.5467127383647976e-01 1.2531569813866270e+01 1.1941318186737192e+01 2.7590647625991245e+01
2.2074999999999999e-10 1.6541017769457073e-07 3.7411446693652334e-05 -1.6321655712293983e-05 7.3623665262353950e-07 8.1190587266165313e+00 7.9810499787857179e+00 -1.8682849644090989e+01 1.8765248030448689e+01 6.6208778733695945e+00 -6.5920105200447976e+00 9.3172361787371183e-01 2.6717722823742907e+01 4.5867295688667203e-01 1.2538521165590282e+01 1.2139170745874880e+01 2.7735103858623251e+01
2.2099999999999999e-10 -1.4396248196324063e-07 -4.0002556173065784e-06 -1.8408899825962328e-05 6.8391744488874042e-07 8.1487230564538145e+00 7.9589129590433609e+00 -1.8696530885783371e+01 1.8830083697730203e+01 6.6382194237798524e+00 -6.5677100649055964e+00 9.2562068494757610e-01 2.6775736959975593e+01 4.5812699087436987e-01 1.2543954440941590e+01 1.2380037714106857e+01 2.7902731297884277e+01
2.2124999999999999e-10 -3.3114349107815091e-07 -4.4196596869222478e-05 -2.1229993428437622e-05 5.3022379066750625e-07 8.1818217593614531e+00 7.9752145371602134e+00 -1.8721825789056975e+01 1.8880712330424195e+01 6.6556291885185077e+00 -6.5482157162717431e+00 9.2559109448142662e-01 2.6854434480442709e+01 4.5482536814864316e-01 1.2547997189074415e+01 1.2561683372831538e+01 2.8101408291987639e+01
2.2149999999999998e-10 -2.7768209611985348e-07 -5.4927277736807149e-05 -2.5438215017671534e-05 3.3419381121081227e-07 8.2265787372827575e+00 8.0411780398596768e+00 -1.8761703590191299e+01 1.8909654880927569e+01 6.6700007912492874e+00 -6.5466642273460227e+00 9.4045665852753102e-01 2.6963764475619357e+01 4.5214002931067765e-01 1.2551727766530016e+01 1.2643447977827069e+01 2.8344707531926051e+01
2.2174999999999998e-10 -9.8256540048728207e-08 -3.2937031292845546e-05 -3.0801147052247371e-05 1.7356053571360444e-07 8.2915686543614537e+00 8.1549552531589669e+00 -1.8815912793727531e+01 1.8923327041904443e+01 6.6799699546361246e+00 -6.5697483386245645e+00 9.7410213254888645e-01 2.7112984598670572e+01 4.5399785134277804e-01 1.2556647681702682e+01 1.2637323345177128e+01 2.8650532636910473e+01
2.2199999999999998e-10 -5.5793600057023702e-08 1.1511151487224738e-06 -3.6696955351493758e-05 1.1263009288060179e-07 8.3853690966705035e+00 8.3085182025454802e+00 -1.8882766736375817e+01 1.8938565982689461e+01 6.6872085538896346e+00 -6.6151415374380589e+00 1.0249681738293230e+00 2.7313395000838781e+01 4.6339525281726734e-01 1.2564199995642880e+01 1.2578452908753022e+01 2.9035093026884429e+01
2.2225000000000001e-10 -3.6780759740288167e-07 2.1013470255831596e-05 -4.2524065616561482e-05 2.1327771537555748e-07 8.5179603131160047e+00 8.4961046459307550e+00 -1.8962436229884144e+01 1.8974916273029429e+01 6.6966900518462200e+00 -6.6735384055405875e+00 1.0890868766626831e+00 2.7582100108792314e+01 4.8121450349547457e-01 1.2575620331704830e+01 1.2504785880559327e+01 2.9500044545201085e+01
2.2250000000000001e-10 -1.0794239986591403e-06 1.5201554108907269e-05 -4.7060658345698445e-05 5.0061591609320883e-07 8.7035949666661185e+00 8.7210468884923849e+00 -1.9059304236089709e+01 1.9047358893004709e+01 6.7156903104544066e+00 -6.7343216474862473e+00 1.1649753298947265e+00 2.7944321472580263e+01 5.0611081362263821e-01 1.2592110347226390e+01 1.2451570744846357e+01 3.0014689379447656e+01
2.2275000000000001e-10 -2.0948608024506367e-06 -6.4411820927793534e-06 -4.7951883263858282e-05 9.3811576634505516e-07 8.9642271773880200e+00 9.0003074801549872e+00 -1.9181007076955996e+01 1.9162721592524925e+01 6.7519870611668305e+00 -6.7918511679707620e+00 1.2577518206827241e+00 2.8430747004558913e+01 5.3574701892702881e-01 1.2615159981583149e+01 1.2448605127066779e+01 3.0510142050509049e+01
2.2300000000000001e-10 -3.3270994563599619e-06 -2.5080282069874877e-05 -4.3178466112380862e-05 1.4521704269274656e-06 9.3318910933858987e+00 9.3664207832598336e+00 -1.9333116568668146e+01 1.9319002626696633e+01 6.8122314930103114e+00 -6.8492203817422492e+00 1.3807679497426533e+00 2.9063040670513967e+01 5.6891823121822205e-01 1.2646873237468009e+01 1.2510977313054857e+01 3.0910105513918388e+01
2.2325000000000000e-10 -4.7733582500114602e-06 -3.0017714978657697e-05 -3.3617249287317087e-05 1.9724112273297272e-06 9.8447357853969280e+00 9.8622701310849230e+00 -1.9509141053870970e+01 1.9502601128282759e+01 6.9012257167300461e+00 -6.9177467115604694e+00 1.5547468723396680e+00 2.9817733286637981e+01 6.0757290356534821e-01 1.2690194193875254e+01 1.2628615546492124e+01 3.1186745098232137e+01
2.2350000000000000e-10 -6.5045551059560279e-06 -2.4682973249310291e-05 -2.3422850310770465e-05 2.4798495700281316e-06 1.0521348597380671e+01 1.0514253346928962e+01 -1.9676525464105033e+01 1.9678524212587273e+01 7.0215225432670199e+00 -7.0120230071123624e+00 1.8050165626390755e+00 3.0587039612933658e+01 6.5768438446049970e-01 1.2748706011151288e+01 1.2767824371507755e+01 3.1385001398404523e+01
2.2375000000000000e-10 -8.7440496308928518e-06 -1.9549588288265075e-05 -1.7089115238190855e-05 3.0232645695593234e-06 1.1299682371873200e+01 1.1271149335758434e+01 -1.9768723172970709e+01 1.9781177629087352e+01 7.1709972612853576e+00 -7.1411235630522185e+00 2.1561899605360111e+00 3.1210900764641927e+01 7.2832937526307062e-01 1.2825161447154908e+01 1.2889162154371380e+01 3.1583093137222910e+01
2.2400000000000000e-10 -1.1772001266935389e-05 -2.1351608018350219e-05 -1.5960028528200896e-05 3.7442581160956126e-06 1.1998050235382260e+01 1.1961992484536376e+01 -1.9708605708365152e+01 1.9732872488178153e+01 7.3362548264636382e+00 -7.2975365884407504e+00 2.6223932788165634e+00 3.1587554500011539e+01 8.2904179823204938e-01 1.2918014338117120e+01 1.2969493643341480e+01 3.1825301263081812e+01
2.2425000000000000e-10 -1.4452871389424057e-05 -2.7980570392130002e-05 -1.7035866959836358e-05 4.8032374861000734e-06 1.2412607707448558e+01 1.2384668541420996e+01 -1.9474430017444359e+01 1.9506376995511200e+01 7.4845858817695774e+00 -7.4485279589746796e+00 3.1921739883283204e+00 3.1725879456920190e+01 9.6642660442834472e-01 1.3017474044345915e+01 1.3010904179092524e+01 3.2088026922876310e+01
2.2450000000000000e-10 -1.4943630376595123e-05 -3.2391988018675394e-05 -1.5126888011380058e-05 6.3272463141126531e-06 1.2495730731437865e+01 1.2481549513387684e+01 -1.9156228004105277e+01 1.9184661225174452e+01 7.5637490828007570e+00 -7.5382130978741868e+00 3.8101608324930427e+00 3.1686189839688478e+01 1.1415719124854395e+00 1.3105573132374387e+01 1.3031506467976072e+01 3.2302505505422886e+01
2.2475000000000000e-10 -1.4046640063465209e-05 -3.0054722295788631e-05 -6.2543676583100200e-06 8.3416647795845420e-06 1.2395031271659814e+01 1.2389035493419588e+01 -1.8916695759965105e+01 1.8930148220048480e+01 7.5188605207306622e+00 -7.5070137396099570e+00 4.3689077050553005e+00 3.1532613019917282e+01 1.3490646552943879e+00 1.3163283941545815e+01 1.3048711875657693e+01 3.2406588704306408e+01
2.2500000000000000e-10 -1.2803611344230734e-05 -2.2803627172196011e-05 1.0052171452998982e-05 1.0704153361123510e-05 1.2307388438079720e+01 1.2301916865770995e+01 -1.8865029915309506e+01 1.8861572138454822e+01 7.3260918619023156e+00 -7.3266032210092380e+00 4.7447282380493796e+00 3.1358167697603527e+01 1.5771515780091760e+00 1.3181254473502078e+01 1.3068910134690430e+01 3.2385774428346458e+01
2.2525000000000000e-10 -8.4786112834307349e-06 -1.6224007549176435e-05 3.0759896732383615e-05 1.3160987223885356e-05 1.2322160952552245e+01 1.2315379877223755e+01 -1.8973194093850456e+01 1.8962590168117917e+01 7.0265833341946893e+00 -7.0343239067258363e+00 4.8842458084728788e+00 3.1291326034457988e+01 1.8090319965912640e+00 1.3166391894986212e+01 1.3088792155013815e+01 3.2285674111947458e+01
2.2550000000000000e-10 -5.2917672263095685e-07 -1.4230324503086565e-05 5.1088105639473856e-05 1.5393500932668399e-05 1.2398375238386430e+01 1.2393562772696788e+01 -1.9123227774651721e+01 1.9118637785459843e+01 6.7278180642371410e+00 -6.7357135805540098e+00 4.8636503798442696e+00 3.1415554701593699e+01 2.0267630780794881e+00 1.3139042206837308e+01 1.3103346546821520e+01 3.2194439545129775e+01
2.2575000000000000e-10 5.6468526209230268e-06 -1.6216774920941657e-05 6.7157398686942354e-05 1.7152198064562653e-05 1.2459846526319863e+01 1.2458903489592791e+01 -1.9222827471634620e+01 1.9230020383191107e+01 6.5508786367854430e+00 -6.5531116149708906e+00 4.8414949343870788e+00 3.1678526279770704e+01 2.2183518917094212e+00 1.3122201911370661e+01 1.3112225036081105e+01 3.2199959843460000e+01
2.2600000000000000e-10 6.3434621666579418e-06 -1.8419706520514549e-05 7.8925266194138734e-05 1.8331091488138159e-05 1.2486686396283526e+01 1.2486219387166608e+01 -1.9263230668744026e+01 1.9277241978052590e+01 6.5537378915181632e+00 -6.5484430342957074e+00 4.9409184945891722e+00 3.1917243052074916e+01 2.3851800095882503e+00 1.3129823378718065e+01 1.3120092043903682e+01 3.2342368930363655e+01
2.2624999999999999e-10 3.8437273021671462e-06 -1.7897211480064517e-05 9.0356114643715474e-05 1.9052926595789700e-05 1.2517348130893264e+01 1.2511664504259244e+01 -1.9277656472455941e+01 1.9289150169111902e+01 6.6943576099919087e+00 -6.6837732849368159e+00 5.1634135970892956e+00 3.1999602391349669e+01 2.5448776075552071e+00 1.3161573286853928e+01 1.3132516149008371e+01 3.2595350403356747e+01
2.2649999999999999e-10 2.2649139380252408e-06 -1.4856477516829771e-05 1.0371090968403439e-04 1.9695400642663194e-05 1.2587556667203350e+01 1.2574785479710840e+01 -1.9274131379440615e+01 1.9278581590414493e+01 6.8633285819425520e+00 -6.8516062758505223e+00 5.3987989035917492e+00 3.1941432939356773e+01 2.7267875001524025e+00 1.3206147458477869e+01 1.3151819407147881e+01 3.2892206017006224e+01
2.2674999999999999e-10 2.5841800189382422e-06 -1.1817204871167323e-05 1.1123770012056363e-04 2.0784840618843024e-05 1.2689213425427054e+01 1.2673547744510795e+01 -1.9230009458220479e+01 1.9230967142390821e+01 6.9562549178217923e+00 -6.9468791823283400e+00 5.5246026629692997e+00 3.1879692683792076e+01 2.9622606643182525e+00 1.3249363961578853e+01 1.3175992140565659e+01 3.3174598447756047e+01
2.2699999999999999e-10 2.3578595345489585e-06 -1.0914699578692862e-05 1.0048712115480715e-04 2.2983823419592730e-05 1.2787236245737477e+01 1.2774886422906162e+01 -1.9145878675820285e+01 1.9150090606533443e+01 6.9315047828383296e+00 -6.9259499445329329e+00 5.5164673027655748e+00 3.1933435791049671e+01 3.2761265152976455e+00 1.3281359214733987e+01 1.3200666197267740e+01 3.3423707774330417e+01
2.2724999999999999e-10 -2.6173895467819625e-08 -1.2049282132204764e-05 7.3781616554199233e-05 2.7092875677122994e-05 1.2858785421005415e+01 1.2852091683980653e+01 -1.9079001707056701e+01 1.9089105010128261e+01 6.8198454821722416e+00 -6.8176243883913799e+00 5.4734300826700943e+00 3.2098307514049928e+01 3.6835427702595585e+00 1.3299380513008536e+01 1.3222024902249808e+01 3.3652208460085994e+01
2.2749999999999999e-10 -2.5071653176096670e-06 -1.3329768083970686e-05 4.8578393476864157e-05 3.4053593917893402e-05 1.2905538976093249e+01 1.2901351333532874e+01 -1.9102119210368183e+01 1.9114331520601418e+01 6.6893279188432331e+00 -6.6887353137567276e+00 5.5385147370792351e+00 3.2276525150243735e+01 4.1873491138085042e+00 1.3306197564378568e+01 1.3238519884809440e+01 3.3869953727563221e+01
2.2774999999999999e-10 -2.2967326711667605e-06 -1.2992235111448282e-05 3.3756020925780646e-05 4.5097684081433012e-05 1.2936456154879167e+01 1.2930052677763232e+01 -1.9227969522049822e+01 1.9236478125063837e+01 6.5942850779313291e+00 -6.5933003102276340e+00 5.7839776513148013e+00 3.2390257327082928e+01 4.7645293205592543e+00 1.3306545839407180e+01 1.3250700548503900e+01 3.4057762289593143e+01
2.2799999999999999e-10 -1.3034279954164128e-07 -1.0900675312028122e-05 2.2254535606143320e-05 6.1932616021856358e-05 1.2954829713321645e+01 1.2944941729232168e+01 -1.9386080238542320e+01 1.9388950319568739e+01 6.5441392025851473e+00 -6.5412788921695828e+00 6.1491320044688234e+00 3.2447366901236236e+01 5.3450666199746655e+00 1.3304319459142528e+01 1.3259975447122168e+01 3.4175558360571912e+01
2.2824999999999999e-10 4.6623238943226537e-07 -8.4023946280543539e-06 7.6422566036636892e-06 8.6548000210049818e-05 1.2966509037138870e+01 1.2956329946697876e+01 -1.9480210089280593e+01 1.9480759581029766e+01 6.5114134134249158e+00 -6.5063707165394433e+00 6.4802236253180698e+00 3.2503077862178280e+01 5.8190734609756083e+00 1.3301884549049847e+01 1.3267647298832095e+01 3.4198769642817823e+01
2.2849999999999999e-10 -2.3651814342748525e-06 -6.9531484737459941e-06 -5.4277825442765996e-06 1.1923974166129235e-04 1.2989325222573770e+01 1.2982885503482542e+01 -1.9466955506090073e+01 1.9469854551804378e+01 6.4668583863264022e+00 -6.4606719519340023e+00 6.6441751005648628e+00 3.2579637028353169e+01 6.0961313591120332e+00 1.3300976557313270e+01 1.3274883078644622e+01 3.4148756948590780e+01
2.2874999999999999e-10 -6.8511408222720530e-06 -6.9405214607644906e-06 -8.5439179398278981e-06 1.5272280241603040e-04 1.3040494865531894e+01 1.3038495094051084e+01 -1.9380697339233826e+01 1.9387238509750130e+01 6.4093563892974421e+00 -6.4038901417158307e+00 6.6209826820602196e+00 3.2638582812219113e+01 6.1707671222926059e+00 1.3303454335579437e+01 1.3283101893992436e+01 3.4086154030522529e+01
2.2899999999999998e-10 -9.9320170869455457e-06 -7.5553963525664330e-06 -1.4434730702008150e-06 1.6868170580843362e-04 1.3111788814454629e+01 1.3111160641354747e+01 -1.9290856808421484e+01 1.9298053449653487e+01 6.3661357481447869e+00 -6.3630055264877887e+00 6.5046223092602915e+00 3.2629231942337412e+01 6.1287346584205249e+00 1.3310618567342187e+01 1.3293734554622372e+01 3.4069408755323821e+01
2.2924999999999998e-10 -1.0382751747641048e-05 -7.7536907389190062e-06 6.7099301096322514e-06 1.5043581687995916e-04 1.3165645526412092e+01 1.3162957501763886e+01 -1.9241482752093876e+01 1.9245474642820007e+01 6.3657507160636344e+00 -6.3653194813346259e+00 6.4243585112279096e+00 3.2552560695213735e+01 6.0905322564794195e+00 1.3321557080560199e+01 1.3307048528669970e+01 3.4114080727745900e+01
2.2949999999999998e-10 -9.3200565355040773e-06 -7.0796195547085527e-06 6.7532005523664971e-06 1.0093056815140365e-04 1.3166156353699430e+01 1.3161112197075044e+01 -1.9230791453077654e+01 1.9230742962547488e+01 6.4088964601902836e+00 -6.4100629292377969e+00 6.4523443155777942e+00 3.2469745535566219e+01 6.1389342008626615e+00 1.3332424594453595e+01 1.3321071437179418e+01 3.4188467296292067e+01
2.2975000000000001e-10 -8.8009417692046932e-06 -5.9576029040069430e-06 -2.0330393151269807e-06 4.1606529647683921e-05 1.3117715456357820e+01 1.3113250026852736e+01 -1.9238211287442695e+01 1.9236754588781587e+01 6.4626659513035465e+00 -6.4636492811570898e+00 6.5655798591405183e+00 3.2447724390171906e+01 6.2780191819101372e+00 1.3338121548219826e+01 1.3332095264962735e+01 3.4246984089044787e+01
2.3000000000000001e-10 -9.6798951510005211e-06 -5.0464804749688007e-06 -1.1862056352461581e-05 -3.1037788576140732e-06 1.3069004362402193e+01 1.3068123239796920e+01 -1.9256496340630498e+01 1.9256673372455815e+01 6.4832985631130171e+00 -6.4828614702289338e+00 6.6832276985221286e+00 3.2501390232476560e+01 6.4440192458675583e+00 1.3335705887064833e+01 1.3337041548931447e+01 3.4269561040122483e+01
2.3025000000000001e-10 -1.0841810383902167e-05 -4.5965701976223858e-06 -1.4583360519683313e-05 -1.9050250052230697e-05 1.3071723198657967e+01 1.3074455061095938e+01 -1.9291722626424907e+01 1.9293906509907220e+01 6.4488527135973772e+00 -6.4470648727688493e+00 6.7391657733491357e+00 3.2591582057940485e+01 6.5551395321647128e+00 1.3326998813437720e+01 1.3336074931954377e+01 3.4274582494402843e+01
2.3050000000000001e-10 -1.0698947234267809e-05 -4.3767579537502480e-06 -9.5183517176153502e-06 -7.9482653600758005e-06 1.3132374026440845e+01 1.3135894715060576e+01 -1.9340483404376140e+01 1.9342378582118265e+01 6.3758600990021312e+00 -6.3738791798489212e+00 6.7282703823927967e+00 3.2671353969932269e+01 6.5660684515351546e+00 1.3318033355341040e+01 1.3333134690702796e+01 3.4299901722298074e+01
2.3075000000000000e-10 -9.0027183671578340e-06 -3.9568165820802151e-06 -3.2573880383555907e-06 1.5970168717413404e-05 1.3206479898581369e+01 1.3208037734211405e+01 -1.9380840018869183e+01 1.9380197513440603e+01 6.3074087149436080e+00 -6.3065267939050615e+00 6.6959841777796960e+00 3.2724040894465325e+01 6.4942780135033189e+00 1.3315321340037665e+01 1.3333499621948764e+01 3.4373155984596515e+01
2.3100000000000000e-10 -7.2891114628949476e-06 -3.2886765967404171e-06 -3.0394747246254255e-06 3.5678026987199828e-05 1.3241234552159495e+01 1.3240724913480042e+01 -1.9391804298760203e+01 1.9388796868353829e+01 6.2824936504040805e+00 -6.2832282318990105e+00 6.6900881318586931e+00 3.2759345487084140e+01 6.4057531884490579e+00 1.3321557551567306e+01 1.3340058012810346e+01 3.4496856991727384e+01
2.3125000000000000e-10 -7.0644147431200833e-06 -2.6830127452124036e-06 -1.0198505004664152e-05 4.0777266186673573e-05 1.3223357510677040e+01 1.3223079529932047e+01 -1.9377752609467425e+01 1.9374644020824139e+01 6.3101830523429054e+00 -6.3120637748260622e+00 6.7204227921114406e+00 3.2787270579814695e+01 6.3719085377601381e+00 1.3333996698987693e+01 1.3351270691174092e+01 3.4655950714678582e+01
2.3150000000000000e-10 -8.1449511247875451e-06 -2.4930466665140310e-06 -1.9883346858592266e-05 3.1015441610407836e-05 1.3186913638476319e+01 1.3189026803931240e+01 -1.9367168873838612e+01 1.9365868870177778e+01 6.3667666330985835e+00 -6.3688418722375291e+00 6.7589936068385592e+00 3.2808274772297565e+01 6.4253290313981308e+00 1.3346668381272396e+01 1.3362521874943459e+01 3.4835416372856137e+01
2.3175000000000000e-10 -9.1700151912850436e-06 -2.6853880829678155e-06 -2.5918105439037423e-05 1.3517300310619537e-05 1.3177935805900120e+01 1.3182291998117192e+01 -1.9385544152342504e+01 1.9385717706882151e+01 6.4152795588158567e+00 -6.4168239624058945e+00 6.7739036112142443e+00 3.2828491781640345e+01 6.5417295223700220e+00 1.3354599972228231e+01 1.3369733499406790e+01 3.5030954606981169e+01
2.3200000000000000e-10 -8.8147120919885455e-06 -2.8102289895065848e-06 -2.6015026368805117e-05 -2.5783902285629295e-06 1.3213805133706421e+01 1.3218243189295324e+01 -1.9432643613963901e+01 1.9432266997443818e+01 6.4307645439011676e+00 -6.4316363949127773e+00 6.7620294504836655e+00 3.2873250054946439e+01 6.6579296926206784e+00 1.3356872224812658e+01 1.3372318648694161e+01 3.5246519801961000e+01
2.3225000000000000e-10 -6.9237742065490606e-06 -2.3740289836610070e-06 -2.3203605393233372e-05 -1.0752516978916520e-05 1.3275775664039672e+01 1.3278361867453816e+01 -1.9488904698747763e+01 1.9486510041536171e+01 6.4132193879903223e+00 -6.4137224433163151e+00 6.7510028928084811e+00 3.2974169228199486e+01 6.7123675210475930e+00 1.3356590076237065e+01 1.3373289418152396e+01 3.5484908063782534e+01
2.3250000000000000e-10 -4.9446059106694429e-06 -1.2874870780689420e-06 -2.2125044729178995e-05 -9.5397395381684930e-06 1.3335230278569195e+01 1.3336058906811614e+01 -1.9541736403624352e+01 1.9537926759160957e+01 6.3821378793198962e+00 -6.3826573237517739e+00 6.7714753940140930e+00 3.3140508617489978e+01 6.6819396218182137e+00 1.3358318240674436e+01 1.3376786212716992e+01 3.5740985698140022e+01
2.3275000000000000e-10 -4.2187509092743877e-06 2.3130942339019873e-08 -2.4191307664516740e-05 -2.2080151512514395e-06 1.3381369134638229e+01 1.3382241815387138e+01 -1.9600861436254576e+01 1.9597617141397325e+01 6.3604575555274856e+00 -6.3612170673011530e+00 6.8271845763666148e+00 3.3348066983892906e+01 6.5939381349725164e+00 1.3365142648490023e+01 1.3385240220171346e+01 3.6001499781118959e+01
2.3299999999999997e-10 -4.7207426846381891e-06 9.4230350447764809e-07 -2.6604758246121101e-05 5.8603248653258666e-06 1.3423605828932606e+01 1.3426152998679337e+01 -1.9686453862438260e+01 1.9685076738846341e+01 6.3609153465710673e+00 -6.3619723472582512e+00 6.8903936475175884e+00 3.3559612279930370e+01 6.5077515470494722e+00 1.3377285665373108e+01 1.3398273676135023e+01 3.6248740361281463e+01
2.3325000000000000e-10 -5.5666570917633189e-06 1.1651793966093393e-06 -2.5809032017623422e-05 1.0344650814968299e-05 1.3473090416090391e+01 1.3477305360446058e+01 -1.9805233188010600e+01 1.9805055234956004e+01 6.3825411797722849e+00 -6.3838903392294064e+00 6.9256189721688450e+00 3.3755640333119324e+01 6.4781514898215304e+00 1.3392668756699726e+01 1.3413690060058611e+01 3.6464512842977875e+01
2.3350000000000002e-10 -5.8417858162255148e-06 9.5615967251203362e-07 -2.1332865351400202e-05 9.9026203959605254e-06 1.3527817930929784e+01 1.3532336834921631e+01 -1.9941703441828437e+01 1.9940751209931456e+01 6.4158206505168263e+00 -6.4174392040359853e+00 6.9196336454765905e+00 3.3945596752055160e+01 6.5231108531698254e+00 1.3408468783076009e+01 1.3429264900836303e+01 3.6634682555276505e+01
2.3374999999999999e-10 -5.2977444849259715e-06 9.9544842370336899e-07 -1.5786713774809380e-05 5.9479832863747352e-06 1.3576806216762586e+01 1.3580449808353912e+01 -2.0073148875135615e+01 2.0069951950910323e+01 6.4499062805516756e+00 -6.4517207336383562e+00 6.8923224045551414e+00 3.4152177732461425e+01 6.6160462404477283e+00 1.3422514745782710e+01 1.3443856833903679e+01 3.6755710895875417e+01
2.3400000000000002e-10 -4.5122780973809036e-06 1.9015912643637606e-06 -1.1871992490466397e-05 1.3316971489333750e-06 1.3615533972309423e+01 1.3618504875772121e+01 -2.0191420590689908e+01 2.0186187730922036e+01 6.4768068218436650e+00 -6.4786872225170811e+00 6.8805088076112506e+00 3.4387297802727545e+01 6.7054788473722242e+00 1.3433980840391577e+01 1.3457407072985758e+01 3.6840081424070014e+01
2.3424999999999999e-10 -4.1382516196588178e-06 3.9216260939537146e-06 -1.0240557945696936e-05 -1.6918526222858655e-06 1.3653580651448591e+01 1.3657237113289629e+01 -2.0309778378800974e+01 2.0303970949956632e+01 6.4922099661387662e+00 -6.4940643489323007e+00 6.9089824417869137e+00 3.4643258851622221e+01 6.7472361343515415e+00 1.3443417656074072e+01 1.3470439080024475e+01 3.6913955367263277e+01
2.3450000000000002e-10 -4.2935934057526434e-06 6.8139645205950156e-06 -1.0208633388079228e-05 -2.1760955889412657e-06 1.3705715135878528e+01 1.3711292636362112e+01 -2.0450481858524444e+01 2.0445338962689082e+01 6.4954002121021048e+00 -6.4973038887553214e+00 6.9723537194206964e+00 3.4905305566497880e+01 6.7285351291301838e+00 1.3452324124375709e+01 1.3483790905798619e+01 3.7004970063579727e+01
2.3474999999999999e-10 -4.4367716788542645e-06 1.0265634380839640e-05 -1.1158231473008232e-05 -7.5412670430125013e-07 1.3776070591309058e+01 1.3783666790647111e+01 -2.0627961210375485e+01 2.0623345177392171e+01 6.4897386746219912e+00 -6.4919598516802477e+00 7.0409597181486996e+00 3.5170870926437786e+01 6.6713765194544763e+00 1.3462398783976084e+01 1.3498685064372076e+01 3.7127424853213881e+01
2.3500000000000002e-10 -4.1325401451648793e-06 1.4183387262251082e-05 -1.2866611556761034e-05 1.0500464812437035e-06 1.3851818070110468e+01 1.3860592407455480e+01 -2.0844784376536595e+01 2.0839224214111127e+01 6.4826020149033408e+00 -6.4854699435192558e+00 7.0837496872205614e+00 3.5455179064709505e+01 6.6161356375866571e+00 1.3474671831348450e+01 1.3516705522410476e+01 3.7276073584761690e+01
2.3524999999999999e-10 -3.5086093081348608e-06 1.9034037449207748e-05 -1.4776447047984913e-05 2.2143289007123525e-06 1.3911858351764733e+01 1.3921209465770271e+01 -2.1103026367247388e+01 2.1094650276470194e+01 6.4828600810914692e+00 -6.4865861343025122e+00 7.0891829963569304e+00 3.5775904750013048e+01 6.5967649181965315e+00 1.3488890149574408e+01 1.3539356207268852e+01 3.7433426254811621e+01
2.3550000000000001e-10 -3.0995564833764068e-06 2.5821183797557322e-05 -1.5919159099893865e-05 2.2261690079007351e-06 1.3940205122586386e+01 1.3950876199908182e+01 -2.1418331097048252e+01 2.1405667872416345e+01 6.4958685866524792e+00 -6.5005076325118818e+00 7.0694821021247494e+00 3.6130217250052915e+01 6.6225549459753781e+00 1.3503485736283210e+01 1.3567411919043822e+01 3.7584097204587735e+01
